latitude,longitude,resolvedAddress,address,timezone,tzoffset,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,datetime_hourly,datetimeEpoch_hourly,temp_hourly,feelslike_hourly,humidity_hourly,dew_hourly,precip_hourly,precipprob_hourly,snow_hourly,snowdepth_hourly,preciptype_hourly,windgust_hourly,windspeed_hourly,winddir_hourly,pressure_hourly,visibility_hourly,cloudcover_hourly,solarradiation_hourly,solarenergy_hourly,uvindex_hourly,severerisk_hourly,conditions_hourly,icon_hourly,stations_hourly,source_hourly
49.4407,32.0637,"Черкаси, Україна","Cherkasy,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,16.444444444444446,6.833333333333332,11.333333333333334,16.444444444444446,2.8333333333333344,9.888888888888888,48.0,84.9,1.115,100.0,75.0,['rain'],0.0,0.0,30.4,16.8,16.5,1002.1,97.6,12.3,128.6,11.2,8.0,10.0,05:47:30,1713667650,19:54:21,1713718461,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],comb,2024-04-21 21:00:00,1713722400,46.8,41.0,88.43,43.6,0.063,96.8,0.0,0.0,['rain'],24.2,13.6,276.1,1003.0,12.0,100.0,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,0,fcst
49.4407,32.0637,"Черкаси, Україна","Cherkasy,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,16.444444444444446,6.833333333333332,11.333333333333334,16.444444444444446,2.8333333333333344,9.888888888888888,48.0,84.9,1.115,100.0,75.0,['rain'],0.0,0.0,30.4,16.8,16.5,1002.1,97.6,12.3,128.6,11.2,8.0,10.0,05:47:30,1713667650,19:54:21,1713718461,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],comb,2024-04-21 22:00:00,1713726000,45.2,38.4,87.74,41.8,0.098,77.4,0.0,0.0,['rain'],27.1,15.4,265.7,1003.0,12.9,100.0,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,0,fcst
51.4937,31.2944,"Чернігів, Україна","Chernihiv,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,11.555555555555555,7.055555555555557,8.555555555555555,11.555555555555555,3.4999999999999987,6.611111111111111,42.9,85.0,1.544,100.0,70.83,['rain'],0.0,0.0,31.8,14.1,17.4,1006.0,99.9,9.0,36.9,3.2,3.0,10.0,05:45:51,1713667551,20:02:15,1713718935,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],comb,2024-04-21 11:00:00,1713686400,45.8,40.9,88.38,42.5,0.012,100.0,0.0,0.0,['rain'],20.8,9.6,34.5,1004.0,9.4,100.0,14.0,0.1,0.0,10.0,"Rain, Overcast",rain,['remote'],obs
51.4937,31.2944,"Чернігів, Україна","Chernihiv,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,11.555555555555555,7.055555555555557,8.555555555555555,11.555555555555555,3.4999999999999987,6.611111111111111,42.9,85.0,1.544,100.0,70.83,['rain'],0.0,0.0,31.8,14.1,17.4,1006.0,99.9,9.0,36.9,3.2,3.0,10.0,05:45:51,1713667551,20:02:15,1713718935,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],comb,2024-04-21 12:00:00,1713690000,46.3,42.2,87.79,42.9,0.0,74.2,0.0,0.0,['rain'],19.0,8.3,38.4,1004.0,5.8,100.0,14.0,0.1,0.0,10.0,"Rain, Overcast",rain,[],fcst
51.4937,31.2944,"Чернігів, Україна","Chernihiv,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,11.555555555555555,7.055555555555557,8.555555555555555,11.555555555555555,3.4999999999999987,6.611111111111111,42.9,85.0,1.544,100.0,70.83,['rain'],0.0,0.0,31.8,14.1,17.4,1006.0,99.9,9.0,36.9,3.2,3.0,10.0,05:45:51,1713667551,20:02:15,1713718935,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],comb,2024-04-21 13:00:00,1713693600,47.6,44.1,86.66,43.8,0.0,74.2,0.0,0.0,['rain'],16.6,7.4,37.1,1003.0,14.7,100.0,18.0,0.1,0.0,10.0,"Rain, Overcast",rain,0,fcst
51.4937,31.2944,"Чернігів, Україна","Chernihiv,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,11.555555555555555,7.055555555555557,8.555555555555555,11.555555555555555,3.4999999999999987,6.611111111111111,42.9,85.0,1.544,100.0,70.83,['rain'],0.0,0.0,31.8,14.1,17.4,1006.0,99.9,9.0,36.9,3.2,3.0,10.0,05:45:51,1713667551,20:02:15,1713718935,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],comb,2024-04-21 14:00:00,1713697200,48.3,45.7,87.29,44.7,0.004,74.2,0.0,0.0,['rain'],14.8,5.8,49.8,1003.0,15.0,100.0,27.0,0.1,0.0,10.0,"Rain, Overcast",rain,0,fcst
51.4937,31.2944,"Чернігів, Україна","Chernihiv,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,11.555555555555555,7.055555555555557,8.555555555555555,11.555555555555555,3.4999999999999987,6.611111111111111,42.9,85.0,1.544,100.0,70.83,['rain'],0.0,0.0,31.8,14.1,17.4,1006.0,99.9,9.0,36.9,3.2,3.0,10.0,05:45:51,1713667551,20:02:15,1713718935,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],comb,2024-04-21 15:00:00,1713700800,49.5,47.9,88.56,46.3,0.0,74.2,0.0,0.0,['rain'],11.4,4.7,38.2,1003.0,15.0,100.0,115.0,0.4,1.0,10.0,"Rain, Overcast",rain,0,fcst
51.4937,31.2944,"Чернігів, Україна","Chernihiv,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,11.555555555555555,7.055555555555557,8.555555555555555,11.555555555555555,3.4999999999999987,6.611111111111111,42.9,85.0,1.544,100.0,70.83,['rain'],0.0,0.0,31.8,14.1,17.4,1006.0,99.9,9.0,36.9,3.2,3.0,10.0,05:45:51,1713667551,20:02:15,1713718935,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],comb,2024-04-21 16:00:00,1713704400,51.3,51.3,86.86,47.6,0.012,100.0,0.0,0.0,['rain'],14.5,7.2,349.6,1003.0,9.4,97.2,308.0,1.1,3.0,10.0,"Rain, Overcast",rain,0,fcst
51.4937,31.2944,"Чернігів, Україна","Chernihiv,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,11.555555555555555,7.055555555555557,8.555555555555555,11.555555555555555,3.4999999999999987,6.611111111111111,42.9,85.0,1.544,100.0,70.83,['rain'],0.0,0.0,31.8,14.1,17.4,1006.0,99.9,9.0,36.9,3.2,3.0,10.0,05:45:51,1713667551,20:02:15,1713718935,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],comb,2024-04-21 17:00:00,1713708000,52.4,52.4,85.76,48.3,0.0,100.0,0.0,0.0,['rain'],14.8,5.6,15.8,1003.0,6.6,100.0,261.0,0.9,3.0,10.0,"Rain, Overcast",rain,0,fcst
51.4937,31.2944,"Чернігів, Україна","Chernihiv,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,11.555555555555555,7.055555555555557,8.555555555555555,11.555555555555555,3.4999999999999987,6.611111111111111,42.9,85.0,1.544,100.0,70.83,['rain'],0.0,0.0,31.8,14.1,17.4,1006.0,99.9,9.0,36.9,3.2,3.0,10.0,05:45:51,1713667551,20:02:15,1713718935,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],comb,2024-04-21 18:00:00,1713711600,52.8,52.8,85.78,48.6,0.0,100.0,0.0,0.0,['rain'],11.6,6.0,359.1,1002.0,3.7,100.0,86.0,0.3,1.0,10.0,"Rain, Overcast",rain,0,fcst
51.4937,31.2944,"Чернігів, Україна","Chernihiv,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,11.555555555555555,7.055555555555557,8.555555555555555,11.555555555555555,3.4999999999999987,6.611111111111111,42.9,85.0,1.544,100.0,70.83,['rain'],0.0,0.0,31.8,14.1,17.4,1006.0,99.9,9.0,36.9,3.2,3.0,10.0,05:45:51,1713667551,20:02:15,1713718935,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],comb,2024-04-21 19:00:00,1713715200,50.8,50.8,91.66,48.5,0.075,100.0,0.0,0.0,['rain'],13.4,6.5,331.1,1002.0,4.2,100.0,17.0,0.1,0.0,10.0,"Rain, Overcast",rain,0,fcst
51.4937,31.2944,"Чернігів, Україна","Chernihiv,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,11.555555555555555,7.055555555555557,8.555555555555555,11.555555555555555,3.4999999999999987,6.611111111111111,42.9,85.0,1.544,100.0,70.83,['rain'],0.0,0.0,31.8,14.1,17.4,1006.0,99.9,9.0,36.9,3.2,3.0,10.0,05:45:51,1713667551,20:02:15,1713718935,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],comb,2024-04-21 20:00:00,1713718800,49.5,46.4,94.13,47.9,0.189,100.0,0.0,0.0,['rain'],15.0,7.6,301.6,1002.0,8.8,100.0,11.0,0.0,0.0,10.0,"Rain, Overcast",rain,0,fcst
51.4937,31.2944,"Чернігів, Україна","Chernihiv,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,11.555555555555555,7.055555555555557,8.555555555555555,11.555555555555555,3.4999999999999987,6.611111111111111,42.9,85.0,1.544,100.0,70.83,['rain'],0.0,0.0,31.8,14.1,17.4,1006.0,99.9,9.0,36.9,3.2,3.0,10.0,05:45:51,1713667551,20:02:15,1713718935,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],comb,2024-04-21 21:00:00,1713722400,48.5,44.5,94.74,47.0,0.323,100.0,0.0,0.0,['rain'],18.3,8.9,311.7,1001.0,4.2,100.0,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,0,fcst
51.4937,31.2944,"Чернігів, Україна","Chernihiv,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,11.555555555555555,7.055555555555557,8.555555555555555,11.555555555555555,3.4999999999999987,6.611111111111111,42.9,85.0,1.544,100.0,70.83,['rain'],0.0,0.0,31.8,14.1,17.4,1006.0,99.9,9.0,36.9,3.2,3.0,10.0,05:45:51,1713667551,20:02:15,1713718935,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],comb,2024-04-21 22:00:00,1713726000,47.4,44.1,94.71,45.9,0.244,90.3,0.0,0.0,['rain'],18.3,6.9,314.8,1001.0,9.8,100.0,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,0,fcst
48.2924,25.9355,"Чернівці, Україна","Chernivtsi,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.222222222222221,5.944444444444446,9.055555555555554,13.222222222222221,2.7222222222222214,7.611111111111113,38.2,69.0,0.008,41.9,4.17,['rain'],0.0,0.0,23.7,13.9,327.3,1009.7,72.5,10.7,194.6,16.9,7.0,10.0,06:14:26,1713669266,20:16:23,1713719783,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LRSV', 'remote']",comb,2024-04-21 11:00:00,1713686400,50.4,50.4,65.42,39.3,0.0,0.0,0.0,0.0,0,18.8,9.8,316.2,1010.0,15.0,100.0,424.0,1.5,4.0,10.0,Overcast,cloudy,['remote'],obs
48.2924,25.9355,"Чернівці, Україна","Chernivtsi,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.222222222222221,5.944444444444446,9.055555555555554,13.222222222222221,2.7222222222222214,7.611111111111113,38.2,69.0,0.008,41.9,4.17,['rain'],0.0,0.0,23.7,13.9,327.3,1009.7,72.5,10.7,194.6,16.9,7.0,10.0,06:14:26,1713669266,20:16:23,1713719783,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LRSV', 'remote']",comb,2024-04-21 12:00:00,1713690000,50.6,50.6,70.17,41.3,0.008,41.9,0.0,0.0,['rain'],23.7,10.1,331.5,1010.0,12.9,100.0,539.0,1.9,5.0,10.0,Overcast,cloudy,0,fcst
48.2924,25.9355,"Чернівці, Україна","Chernivtsi,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.222222222222221,5.944444444444446,9.055555555555554,13.222222222222221,2.7222222222222214,7.611111111111113,38.2,69.0,0.008,41.9,4.17,['rain'],0.0,0.0,23.7,13.9,327.3,1009.7,72.5,10.7,194.6,16.9,7.0,10.0,06:14:26,1713669266,20:16:23,1713719783,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LRSV', 'remote']",comb,2024-04-21 13:00:00,1713693600,52.8,52.8,61.28,39.8,0.0,41.9,0.0,0.0,['rain'],23.0,10.3,333.1,1010.0,11.2,100.0,634.0,2.3,6.0,10.0,Overcast,cloudy,0,fcst
48.2924,25.9355,"Чернівці, Україна","Chernivtsi,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.222222222222221,5.944444444444446,9.055555555555554,13.222222222222221,2.7222222222222214,7.611111111111113,38.2,69.0,0.008,41.9,4.17,['rain'],0.0,0.0,23.7,13.9,327.3,1009.7,72.5,10.7,194.6,16.9,7.0,10.0,06:14:26,1713669266,20:16:23,1713719783,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LRSV', 'remote']",comb,2024-04-21 14:00:00,1713697200,54.1,54.1,53.78,37.7,0.0,41.9,0.0,0.0,['rain'],21.0,11.9,336.0,1010.0,13.8,100.0,694.0,2.5,7.0,10.0,Overcast,cloudy,0,fcst
48.2924,25.9355,"Чернівці, Україна","Chernivtsi,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.222222222222221,5.944444444444446,9.055555555555554,13.222222222222221,2.7222222222222214,7.611111111111113,38.2,69.0,0.008,41.9,4.17,['rain'],0.0,0.0,23.7,13.9,327.3,1009.7,72.5,10.7,194.6,16.9,7.0,10.0,06:14:26,1713669266,20:16:23,1713719783,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LRSV', 'remote']",comb,2024-04-21 15:00:00,1713700800,54.8,54.8,53.89,38.4,0.0,41.9,0.0,0.0,['rain'],21.3,11.0,331.8,1010.0,15.0,100.0,666.0,2.4,7.0,10.0,Overcast,cloudy,0,fcst
48.2924,25.9355,"Чернівці, Україна","Chernivtsi,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.222222222222221,5.944444444444446,9.055555555555554,13.222222222222221,2.7222222222222214,7.611111111111113,38.2,69.0,0.008,41.9,4.17,['rain'],0.0,0.0,23.7,13.9,327.3,1009.7,72.5,10.7,194.6,16.9,7.0,10.0,06:14:26,1713669266,20:16:23,1713719783,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LRSV', 'remote']",comb,2024-04-21 16:00:00,1713704400,55.8,55.8,49.32,37.1,0.0,32.3,0.0,0.0,0,19.9,11.0,327.5,1010.0,15.0,100.0,432.0,1.6,4.0,10.0,Overcast,cloudy,0,fcst
48.2924,25.9355,"Чернівці, Україна","Chernivtsi,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.222222222222221,5.944444444444446,9.055555555555554,13.222222222222221,2.7222222222222214,7.611111111111113,38.2,69.0,0.008,41.9,4.17,['rain'],0.0,0.0,23.7,13.9,327.3,1009.7,72.5,10.7,194.6,16.9,7.0,10.0,06:14:26,1713669266,20:16:23,1713719783,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LRSV', 'remote']",comb,2024-04-21 17:00:00,1713708000,55.8,55.8,46.92,35.9,0.0,32.3,0.0,0.0,0,20.4,11.4,331.2,1010.0,15.0,99.3,324.0,1.2,3.0,10.0,Overcast,cloudy,0,fcst
48.2924,25.9355,"Чернівці, Україна","Chernivtsi,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.222222222222221,5.944444444444446,9.055555555555554,13.222222222222221,2.7222222222222214,7.611111111111113,38.2,69.0,0.008,41.9,4.17,['rain'],0.0,0.0,23.7,13.9,327.3,1009.7,72.5,10.7,194.6,16.9,7.0,10.0,06:14:26,1713669266,20:16:23,1713719783,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LRSV', 'remote']",comb,2024-04-21 18:00:00,1713711600,55.1,55.1,49.56,36.6,0.0,32.3,0.0,0.0,['rain'],20.4,10.3,332.7,1010.0,15.0,64.1,348.0,1.3,3.0,10.0,Partially cloudy,partly-cloudy-day,0,fcst
48.2924,25.9355,"Чернівці, Україна","Chernivtsi,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.222222222222221,5.944444444444446,9.055555555555554,13.222222222222221,2.7222222222222214,7.611111111111113,38.2,69.0,0.008,41.9,4.17,['rain'],0.0,0.0,23.7,13.9,327.3,1009.7,72.5,10.7,194.6,16.9,7.0,10.0,06:14:26,1713669266,20:16:23,1713719783,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LRSV', 'remote']",comb,2024-04-21 19:00:00,1713715200,53.5,53.5,54.47,37.5,0.0,32.3,0.0,0.0,0,17.9,7.8,337.0,1010.0,15.0,100.0,193.0,0.7,2.0,10.0,Overcast,cloudy,0,fcst
48.2924,25.9355,"Чернівці, Україна","Chernivtsi,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.222222222222221,5.944444444444446,9.055555555555554,13.222222222222221,2.7222222222222214,7.611111111111113,38.2,69.0,0.008,41.9,4.17,['rain'],0.0,0.0,23.7,13.9,327.3,1009.7,72.5,10.7,194.6,16.9,7.0,10.0,06:14:26,1713669266,20:16:23,1713719783,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LRSV', 'remote']",comb,2024-04-21 20:00:00,1713718800,50.8,50.8,62.76,38.6,0.0,32.3,0.0,0.0,['rain'],13.6,3.8,324.7,1011.0,15.0,87.9,57.0,0.2,1.0,10.0,Partially cloudy,partly-cloudy-day,0,fcst
48.2924,25.9355,"Чернівці, Україна","Chernivtsi,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.222222222222221,5.944444444444446,9.055555555555554,13.222222222222221,2.7222222222222214,7.611111111111113,38.2,69.0,0.008,41.9,4.17,['rain'],0.0,0.0,23.7,13.9,327.3,1009.7,72.5,10.7,194.6,16.9,7.0,10.0,06:14:26,1713669266,20:16:23,1713719783,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LRSV', 'remote']",comb,2024-04-21 21:00:00,1713722400,47.2,45.8,70.79,38.2,0.0,32.3,0.0,0.0,['rain'],7.2,3.8,321.5,1012.0,15.0,12.2,0.0,0.0,0.0,10.0,Clear,clear-night,0,fcst
